,Austria,Austrlia,Belgium,Canada,Denmark,Finland,France,Germany,HongKong,Ireland,Italy,Japan,Nethrlnd,NewZland,Norway,Singapor,Spain,Sweden,Swtzrlnd,UK
2009-01,-7.94,-13.62,-4.83,-2.83,-4.81,-13.26,-14.01,-15.56,-0.12,-8.42,-13.38,-6.42,-9.2,-10.06,2.57,-5.62,-14.17,-12.99,-11.06,-6.44
2009-02,-12.99,-3.52,-5.52,-9.68,-9.06,-14.85,-10.27,-11.64,-4.75,-11.51,-13.02,-12.02,-12.31,-9.13,-7.16,-9.73,-12.15,-3.99,-11.1,-7.36
2009-03,17.65,17.09,6.31,8.8,0.63,10.86,7.57,10.14,3.99,11.09,7.19,1.41,5.65,15.02,8.18,6.81,4.75,11.23,8.15,3.52
2009-04,10.96,11.37,10.82,13.6,18.1,25.9,13.17,13.62,16.63,19.47,18.25,8.0,13.81,5.65,12.9,16.67,11.73,25.22,8.21,13.84
2009-05,18.96,12.8,11.97,21.71,14.96,10.41,12.74,10.81,21.09,14.4,13.05,10.91,13.89,15.17,19.47,29.61,13.15,9.71,9.85,14.32
2009-06,-1.31,4.7,-0.51,-5.93,-1.93,-4.19,-3.43,-2.14,-0.44,-0.99,-3.47,2.92,-0.88,1.53,-4.57,-0.43,1.6,-1.15,-0.87,-1.27
2009-07,7.61,11.49,6.91,12.12,7.89,3.23,9.59,10.57,13.31,5.78,7.95,4.05,13.54,8.39,9.39,15.55,11.62,18.64,11.0,9.99
2009-08,14.45,7.68,8.97,-0.45,8.06,9.15,7.83,0.83,-5.7,12.43,7.71,3.4,7.01,4.55,2.43,0.3,6.02,4.94,5.21,4.82
2009-09,7.49,11.0,6.56,7.6,2.86,4.77,7.15,6.34,7.3,10.07,7.44,-0.69,8.02,6.38,10.03,5.71,5.53,2.7,4.67,2.85
2009-10,-4.81,0.1,-1.57,-5.11,-2.74,-6.53,-3.57,-4.15,3.67,-13.03,-4.56,-2.38,-2.42,1.18,3.86,-1.02,-2.74,2.78,-0.17,1.25
2009-11,1.89,3.98,3.02,7.82,3.57,4.62,3.33,5.6,0.1,-0.36,1.63,-1.98,3.55,-2.86,4.76,3.45,3.54,1.96,2.04,2.91
2009-12,-4.03,1.45,-1.02,4.09,-1.09,1.07,1.46,0.55,2.44,-0.19,0.84,0.27,2.79,3.68,3.62,5.83,-1.56,-1.02,1.15,2.52
2010-01,-4.34,-7.23,-2.2,-6.14,3.0,1.03,-6.6,-7.49,-4.86,-3.08,-7.15,2.39,-3.12,-4.59,-4.73,-4.81,-9.18,-2.33,-3.1,-4.3
2010-02,-3.43,2.96,-1.29,6.62,-1.94,-2.37,-2.54,-2.07,3.16,-4.66,-5.36,0.71,-3.85,-1.0,-2.65,0.7,-6.97,3.23,1.58,-1.41
2010-03,6.16,8.47,3.52,7.59,6.15,10.67,6.28,7.95,7.2,9.84,6.63,4.78,7.4,4.43,5.97,4.73,3.52,7.24,6.07,6.58
2010-04,1.62,-0.07,-3.07,1.51,4.87,-4.99,-2.39,-1.38,0.33,6.13,-5.64,0.62,-0.78,3.46,2.91,5.9,-4.44,4.26,-3.89,-0.42
2010-05,-14.1,-15.97,-8.21,-6.28,-12.01,-13.12,-12.63,-9.9,-7.34,-18.84,-13.8,-7.93,-11.94,-12.02,-16.39,-9.35,-16.53,-13.85,-10.65,-10.99
2010-06,-4.08,-3.27,-1.81,-5.34,-0.13,-4.82,-2.13,-0.15,2.64,-3.48,-1.83,-0.72,-1.75,-1.68,-4.45,3.11,-1.3,1.52,4.49,-1.98
2010-07,15.17,12.46,11.14,7.64,10.16,13.23,12.33,9.7,6.2,8.01,14.43,2.96,11.4,7.86,14.21,8.16,20.08,13.01,5.02,12.81
2010-08,-5.19,-2.16,-3.72,-1.96,-6.04,-4.43,-6.02,-5.58,1.64,-10.01,-7.27,-2.45,-7.05,-3.29,-5.53,-0.38,-5.44,-5.67,1.88,-2.62
2010-09,13.01,14.12,12.43,8.19,12.96,16.94,14.45,13.63,12.88,9.93,12.69,4.65,14.02,9.99,14.14,8.2,11.17,19.2,5.4,9.43
2010-10,6.95,3.96,5.46,3.83,4.49,4.13,5.78,7.87,2.63,3.8,6.85,1.29,3.02,8.66,5.65,3.98,5.29,1.12,2.85,4.31
2010-11,-8.77,-3.04,-12.23,1.8,-6.62,-8.8,-10.81,-5.61,2.21,-8.03,-15.0,1.91,-9.02,-3.89,-7.63,-2.43,-18.65,-3.54,-3.88,-5.04
2010-12,15.89,10.88,5.76,7.43,9.9,11.89,8.47,7.88,1.72,11.9,9.4,7.56,10.97,7.23,17.98,5.15,9.77,11.12,10.21,7.87
2011-01,2.27,-2.48,1.57,0.79,3.07,3.88,6.35,3.17,1.62,2.42,8.85,0.4,4.14,0.37,-0.16,-0.53,12.53,2.88,-0.65,1.84
2011-02,1.48,4.55,3.31,7.47,2.57,-3.36,3.37,2.91,-3.59,4.93,2.41,4.79,3.6,-2.44,7.07,-4.74,2.1,0.06,3.96,3.92
2011-03,2.44,1.97,3.13,-0.05,0.94,4.71,-0.1,0.64,1.0,-0.64,0.82,-8.71,2.27,2.78,1.58,4.19,1.08,2.63,-1.25,-2.44
2011-04,3.41,5.57,11.06,1.92,4.76,7.08,7.86,9.93,3.6,9.09,8.87,0.83,4.77,9.27,6.26,5.28,7.78,8.69,10.42,7.47
2011-05,-1.97,-4.75,-5.5,-3.3,-3.7,-7.32,-2.54,-4.55,0.77,-4.0,-5.74,-1.61,-4.62,2.57,-4.58,-1.5,-4.85,-2.76,1.6,-2.49
2011-06,-0.75,-2.03,-4.02,-3.22,-4.69,-4.95,0.61,1.04,-3.29,0.68,-2.72,2.47,-3.22,-1.76,-4.65,-1.1,-0.79,-6.01,-4.12,-3.09
2011-07,-5.07,-0.51,-3.68,-1.62,-3.68,-9.67,-6.53,-3.47,1.86,-5.87,-8.35,4.0,-4.82,5.3,-0.86,4.5,-6.79,-3.84,0.01,0.15
2011-08,-10.15,-4.99,-5.68,-4.23,-13.22,-6.02,-10.44,-15.58,-6.8,-7.04,-13.54,-7.44,-10.26,-3.99,-7.8,-9.72,-8.47,-11.4,-7.14,-8.21
2011-09,-18.49,-15.48,-10.15,-14.77,-10.01,-15.05,-14.66,-12.57,-17.01,-8.92,-11.09,-0.52,-10.07,-10.38,-15.11,-13.94,-8.68,-13.1,-11.98,-9.15
2011-10,4.3,16.72,1.05,11.17,7.67,12.91,11.33,14.68,11.95,11.44,11.68,-1.22,11.46,5.72,15.79,10.32,8.38,15.02,7.37,11.24
2011-11,-9.39,-5.69,-2.62,-2.27,1.66,-5.57,-6.33,-4.32,-6.49,-2.04,-7.03,-3.76,-5.9,-4.89,-3.99,-7.6,-7.53,-5.37,-5.54,-3.0
2011-12,-1.52,-2.09,-0.67,-1.62,-2.96,-7.83,-3.85,-6.16,0.88,1.53,-4.99,1.23,-0.49,-0.24,-2.2,-1.89,-2.66,-0.97,1.19,-0.44
2012-01,9.75,9.48,3.88,6.38,6.92,9.25,6.54,10.24,8.78,9.75,6.21,4.31,4.49,7.2,4.59,13.1,1.47,7.38,3.23,4.72
2012-02,6.97,3.63,7.83,3.34,11.59,8.19,6.75,7.64,7.75,35.05,5.79,3.5,5.55,2.41,13.07,4.78,1.48,9.51,5.08,5.52
2012-03,-0.44,-2.43,6.71,-2.56,-0.77,0.25,0.11,1.22,-3.36,-14.74,-1.21,1.45,1.79,3.27,-2.87,0.27,-4.6,-0.98,2.52,-0.64
2012-04,-2.44,1.78,-2.53,0.18,2.29,-4.73,-5.47,-2.04,1.1,-8.68,-6.5,-1.71,-3.49,1.64,-1.67,0.52,-11.5,-1.66,-0.68,1.17
2012-05,-13.62,-13.15,-9.11,-10.6,-11.85,-17.24,-11.04,-12.64,-9.44,-14.79,-14.7,-8.36,-11.11,-8.89,-14.04,-10.01,-17.16,-13.58,-10.5,-11.91
2012-06,5.92,5.4,9.99,2.62,4.8,3.9,8.11,3.65,3.15,5.14,11.65,4.73,7.29,4.27,7.38,5.78,18.63,8.06,5.46,6.43
2012-07,-1.76,6.28,0.8,2.12,4.42,-0.23,-0.31,1.84,2.25,-12.17,-4.14,-1.78,2.21,4.58,2.32,6.84,-5.88,6.15,1.85,1.14
2012-08,3.29,0.43,4.59,4.32,3.18,4.56,5.37,4.31,2.34,2.56,10.15,-0.6,3.77,2.76,6.84,0.71,11.1,0.35,2.09,3.75
2012-09,4.77,2.63,4.69,3.65,3.4,4.63,1.39,5.24,6.76,7.34,2.15,2.32,2.07,8.6,2.95,4.05,7.2,3.97,3.34,3.08
2012-10,4.72,2.97,-0.16,-0.61,-0.65,2.6,2.87,2.28,1.82,-1.16,3.45,-1.87,2.91,2.24,-1.24,-0.32,3.51,-2.43,2.55,1.05
2012-11,4.0,0.61,3.51,-0.57,1.36,3.34,3.76,2.35,2.99,3.12,1.63,1.66,4.79,0.93,0.25,1.45,1.21,2.62,3.25,1.13
2012-12,5.54,3.12,2.76,2.46,2.76,3.99,3.81,4.04,2.16,2.21,4.75,3.78,3.19,1.62,2.81,3.19,5.89,4.5,1.66,2.56
2013-01,5.35,5.31,3.94,2.04,10.13,7.53,6.32,6.06,6.91,16.55,8.84,3.81,7.39,5.55,6.88,3.3,6.44,8.21,8.03,3.6
2013-02,-3.81,2.98,1.48,-2.2,-1.39,-1.07,-2.91,-3.64,-0.69,0.44,-9.55,2.94,-5.04,-0.32,-3.77,0.32,-4.56,1.82,0.84,-2.31
2013-03,-5.07,-0.3,1.51,1.2,-1.67,-2.05,-1.19,-1.7,-1.0,2.9,-3.29,5.74,0.63,3.99,-1.99,0.73,-5.71,-0.13,1.56,1.0
2013-04,4.91,3.16,1.05,-1.13,3.48,5.01,5.81,3.74,1.9,-0.32,9.88,8.77,2.72,6.1,2.46,2.77,9.19,2.66,4.54,2.66
2013-05,0.21,-11.78,-1.1,-1.05,-0.97,0.43,2.94,3.52,-0.37,4.52,2.74,-5.45,3.41,-8.28,0.7,-3.92,-2.26,-0.05,-1.91,0.67
2013-06,-6.97,-7.23,-4.21,-4.9,-3.76,-4.95,-4.56,-3.49,-5.82,-5.52,-8.81,0.86,-4.3,-4.18,-7.21,-4.63,-5.38,-6.36,-2.08,-5.0
2013-07,6.27,3.86,7.02,5.65,8.85,5.74,9.57,6.48,2.6,2.61,9.74,1.3,9.2,5.47,8.02,2.73,11.46,10.73,4.19,6.85
2013-08,2.65,1.52,-1.5,-1.05,0.97,1.97,-1.66,-1.93,-0.1,8.39,0.64,-2.49,-1.29,-3.38,-2.71,-5.02,-1.94,-2.69,-1.01,0.05
2013-09,5.4,7.31,6.68,3.73,5.71,12.68,8.15,7.62,5.62,10.1,6.54,8.82,6.11,11.84,3.2,7.0,13.24,7.04,6.47,5.58
2013-10,3.57,5.32,4.84,3.37,3.06,4.0,3.99,5.63,2.45,7.42,11.42,-0.27,4.37,3.42,6.65,1.23,8.87,0.63,2.39,3.35
2013-11,1.4,-4.93,-0.5,-1.11,3.81,3.08,0.52,3.6,0.74,13.78,-0.78,1.02,0.91,-2.62,-1.41,-1.75,-0.02,1.04,0.58,1.31
2013-12,-1.82,-1.33,3.33,2.05,3.9,1.44,1.74,2.65,1.0,-2.96,0.8,0.81,2.51,0.37,2.45,-0.44,2.67,4.09,1.34,3.14
2014-01,-0.25,-4.53,-5.28,-3.76,2.5,-5.91,-3.79,-4.08,-4.23,9.3,0.14,-2.58,-4.85,1.82,-5.52,-5.17,-1.13,-3.45,-1.41,-3.58
2014-02,3.39,6.94,8.15,4.59,12.68,9.99,8.41,5.71,4.63,13.65,7.84,-0.52,6.08,4.64,8.08,3.35,4.56,8.54,7.31,7.27
2014-03,-2.06,4.12,0.26,1.12,-1.27,-1.84,0.19,-0.92,-1.98,-3.57,5.39,-1.21,1.22,5.66,1.68,2.88,2.79,-0.27,0.08,-3.36
2014-04,1.31,1.39,2.25,3.26,1.18,3.13,2.6,0.82,0.68,-9.17,1.07,-2.25,-1.07,0.59,3.85,3.83,1.77,1.18,1.81,3.18
2014-05,-0.48,0.86,1.02,0.67,1.24,2.19,0.72,1.8,2.94,-5.27,-1.33,3.83,1.38,-2.0,4.51,2.02,1.48,0.91,0.69,0.63
2014-06,1.39,-0.14,1.28,5.66,2.26,0.33,-1.38,-0.36,0.61,-10.08,-0.59,5.71,1.13,1.47,-0.12,-0.05,1.98,-1.33,-0.21,0.67
2014-07,-8.14,2.99,-4.01,-0.85,-2.85,-2.12,-5.56,-6.68,4.31,-0.71,-5.49,0.73,-4.86,-1.6,-3.9,2.92,-3.71,-3.77,-3.82,-1.54
2014-08,-2.03,1.22,2.37,2.27,-1.13,-1.0,0.19,-1.16,-0.96,-1.76,-1.93,-1.92,2.09,-0.58,0.84,-1.1,-1.76,-0.84,1.67,0.35
2014-09,-7.16,-11.17,-2.15,-6.69,-1.07,-3.49,-3.78,-4.46,-6.44,5.22,-2.4,-1.07,-1.63,-5.12,-4.43,-4.34,-2.81,-3.18,-2.61,-5.19
2014-10,-1.69,4.41,-2.06,-2.69,-1.57,-0.86,-3.87,-1.55,5.29,1.04,-6.01,-2.03,-1.91,1.91,-9.74,-1.47,-3.99,-0.9,-0.91,-2.07
2014-11,1.78,-6.42,5.02,-0.34,-0.45,2.81,3.62,5.47,0.53,-12.83,0.45,-0.03,5.0,1.82,-9.52,-0.09,2.33,2.32,3.03,0.71
2014-12,-6.51,-2.25,-2.7,-1.91,-4.59,-4.38,-4.05,-3.38,-4.39,0.9,-6.94,-0.77,-3.7,1.41,-5.09,-1.69,-6.04,-3.66,-4.48,-2.09
2015-01,-5.25,-2.12,2.92,-8.2,0.68,1.51,0.29,0.68,3.97,-4.37,1.07,2.77,0.25,-4.18,-1.2,-0.46,-4.38,1.11,1.0,-1.07
2015-02,10.39,7.58,4.66,5.93,7.62,4.95,6.63,5.73,-0.01,6.09,7.67,5.32,6.88,5.92,5.44,-0.36,6.35,7.48,4.09,6.32
2015-03,-3.28,-3.07,-3.48,-3.14,4.28,-1.99,-2.62,0.15,1.25,4.68,0.07,1.8,-0.37,-2.37,-4.96,-0.36,-0.77,-3.48,0.54,-5.67
2015-04,7.22,2.52,2.53,7.61,5.09,0.52,5.7,0.69,10.03,1.91,4.61,3.49,3.77,0.72,12.65,7.12,3.39,3.8,5.0,6.9
2015-05,-2.02,-2.7,0.05,-4.26,-0.28,-0.62,-1.04,-1.22,0.92,-0.66,0.89,0.76,1.94,-6.37,-3.26,-4.04,-2.66,-1.2,0.98,1.01
2015-06,-3.56,-4.47,-0.46,-3.06,-2.41,-2.45,-2.92,-2.21,-4.85,1.05,-2.57,-0.7,-2.48,-6.78,-4.0,-2.26,-2.43,-3.8,-4.14,-2.87
2015-07,2.47,-1.31,1.75,-4.66,4.5,3.17,4.25,1.09,-4.34,3.69,4.14,0.84,2.66,-0.27,-3.35,-5.18,2.82,1.04,3.79,1.52
2015-08,-4.44,-9.64,-5.46,-4.48,-3.3,-6.27,-6.01,-5.77,-11.36,-2.23,-4.44,-5.27,-6.19,-6.91,-8.55,-10.99,-5.56,-4.22,-5.95,-7.02
2015-09,-4.37,-3.73,-2.64,-5.05,-2.8,-3.44,-4.46,-5.61,-2.44,-3.2,-2.85,-6.06,-3.63,1.53,-4.93,-3.42,-6.02,-3.32,-4.03,-3.94
2015-10,5.99,6.3,7.8,4.02,-0.24,7.76,7.12,8.43,7.69,0.21,4.01,9.17,7.54,12.7,5.55,8.59,7.05,4.5,3.82,6.76
2015-11,-1.43,0.62,3.09,-2.23,3.96,1.03,-2.77,0.09,-3.54,-7.25,-2.19,-0.16,-0.39,-1.18,-0.35,-4.76,-3.33,1.27,-3.07,-2.08
2015-12,0.29,3.43,0.1,-6.26,2.08,0.37,-2.34,-1.17,0.79,-8.28,-1.96,0.47,-2.52,7.85,-5.53,0.19,-4.5,-0.88,1.38,-3.54
2016-01,-8.37,-7.89,-2.9,-2.52,-4.14,-2.85,-4.5,-8.0,-10.08,-9.85,-11.63,-7.68,-3.38,-7.31,-5.12,-7.2,-7.31,-8.4,-6.88,-6.51
2016-02,-0.3,-0.75,-5.62,4.05,-1.61,-4.25,-0.97,-2.58,1.61,4.92,-4.33,-1.73,-1.78,2.4,2.09,3.49,-3.29,2.28,-1.58,-1.69
2016-03,10.11,12.3,7.47,9.62,5.98,7.75,6.06,9.72,8.56,11.9,8.18,5.18,8.33,13.16,7.38,10.29,7.95,7.66,4.8,5.25
2016-04,3.71,2.66,1.36,7.22,2.08,0.78,1.99,1.64,0.26,-3.37,2.69,5.17,1.0,2.16,8.35,1.54,3.89,1.82,3.18,2.76
2016-05,-3.59,-2.16,1.96,-3.11,1.77,0.17,-0.02,-0.72,-0.63,-1.53,-2.53,-1.26,0.96,-0.49,-2.72,-3.79,-1.76,-1.28,0.01,-0.14
2016-06,-5.4,0.81,-1.11,1.53,-4.49,-1.22,-5.55,-5.0,-0.27,-13.85,-9.2,-2.41,-6.21,3.62,-0.71,3.13,-8.37,-5.04,-0.67,-6.29
2016-07,6.19,8.35,1.19,3.04,4.74,6.76,5.67,6.49,5.19,6.78,4.28,6.66,4.75,7.01,-0.26,1.22,6.41,4.27,2.59,3.68
2016-08,2.56,-2.28,-0.28,-0.22,-3.08,0.05,0.12,1.61,1.46,2.51,0.45,-1.21,3.04,1.77,2.06,-1.37,1.33,2.51,-0.6,1.11
2016-09,3.38,2.4,3.87,1.16,-3.34,3.65,1.31,0.74,3.19,-1.03,-1.71,2.7,1.08,0.09,5.39,1.11,1.89,1.6,1.11,0.4
2016-10,1.02,-2.69,-7.35,-1.74,-4.45,-4.35,-0.79,-1.88,0.02,-5.52,1.27,1.48,-2.33,-6.75,-0.46,-2.96,1.01,-5.81,-5.1,-5.18
2016-11,-1.76,-0.59,-5.57,2.09,-7.05,-3.07,-2.41,-4.48,-0.22,1.65,-4.39,-3.94,-4.0,-1.72,0.51,-0.59,-7.25,-0.83,-2.16,0.53
2016-12,3.59,1.62,2.4,1.51,5.68,4.47,5.26,6.29,-5.07,1.71,11.5,1.37,3.77,-2.04,3.5,-1.45,6.37,4.18,3.59,3.43
2017-01,6.12,4.61,0.42,4.17,5.21,0.86,1.73,4.19,6.23,2.7,-0.07,3.85,2.72,8.05,5.42,8.01,2.46,5.52,4.24,1.94
2017-02,0.89,3.02,2.1,-1.91,-1.24,1.05,0.15,-0.09,1.59,-0.14,0.01,1.19,2.86,0.15,-2.07,2.75,0.1,-0.29,1.63,1.55
2017-03,3.44,2.8,2.82,1.11,3.59,4.0,6.05,4.23,3.03,2.59,9.38,0.93,5.14,-1.96,-3.26,2.36,9.69,2.82,3.2,2.54
2017-04,7.97,-1.5,3.55,-2.06,7.82,7.42,6.34,4.11,2.41,5.73,3.96,1.17,5.4,-0.24,1.45,0.63,5.76,6.06,4.35,3.11
2017-05,7.99,-3.21,5.16,-0.1,5.71,5.74,6.06,5.42,2.28,8.83,5.32,3.0,4.98,4.37,3.44,2.15,5.27,3.22,5.5,3.86
2017-06,2.08,3.64,-2.91,3.39,1.37,0.65,-0.08,-0.73,-0.15,-4.29,0.1,1.13,-1.07,6.09,-0.81,1.13,-1.98,1.45,-0.02,-1.5
2017-07,6.94,4.39,8.15,3.72,5.12,2.62,3.2,2.96,2.01,1.52,7.82,2.42,6.83,4.0,11.76,3.93,4.17,1.76,0.7,3.01
2017-08,0.75,0.1,-1.82,0.67,2.68,0.7,1.11,0.57,1.8,0.58,0.91,0.35,-0.65,-3.53,2.26,-0.14,-1.29,1.01,-0.28,-0.57
2017-09,1.53,-1.34,2.34,2.87,-0.26,1.16,3.84,4.73,1.11,2.4,3.49,1.71,1.74,2.06,3.14,-1.04,-0.47,2.74,1.62,3.01
2017-10,1.56,1.65,0.8,-0.38,1.14,-0.97,1.61,1.93,0.6,0.06,-0.18,4.1,0.67,-2.84,0.76,4.39,0.46,-0.77,-1.55,1.01
2017-11,0.84,0.73,-2.24,0.32,-2.06,0.13,0.47,1.17,1.57,1.58,0.32,2.69,-1.22,0.57,-2.54,1.62,-0.5,-3.21,2.19,0.08
2017-12,2.66,5.24,-0.43,3.79,1.92,0.77,0.34,0.38,1.69,0.9,-0.41,1.34,1.59,6.77,3.74,0.95,-0.37,1.13,1.59,4.63
2018-01,8.39,2.92,5.49,0.83,3.69,6.19,6.89,5.82,4.25,4.22,10.04,4.61,5.95,4.5,6.81,6.11,7.5,5.72,4.59,3.33
2018-02,-5.4,-3.64,-4.04,-7.18,-2.04,0.8,-4.36,-6.35,-2.77,-5.19,-6.06,-1.3,-4.85,-3.47,-1.38,-2.88,-6.9,-5.46,-5.55,-6.05
2018-03,0.36,-4.5,-0.5,-0.79,-0.47,-0.83,-0.53,-0.8,-2.49,0.0,0.75,-1.36,-0.09,0.54,-0.8,-0.97,-0.66,-1.95,-1.8,0.04
2018-04,-0.49,1.32,-3.35,2.5,-0.73,3.97,4.22,1.07,2.57,0.88,4.52,0.4,1.16,-0.92,5.11,2.65,2.36,-0.38,-0.57,4.32
2018-05,-4.44,1.87,-4.47,1.72,-1.35,-1.5,-2.71,-2.57,0.76,1.64,-9.4,-1.11,-1.86,2.46,0.31,-4.12,-6.76,-0.78,-2.54,-0.83
2018-06,-2.7,0.57,2.24,0.02,-1.24,-1.31,-1.42,-3.28,-5.21,-1.83,0.17,-2.35,0.11,0.21,1.09,-6.26,2.2,-1.44,1.07,-0.86
2018-07,5.0,1.63,1.76,1.97,5.52,0.85,2.88,3.84,1.39,-1.63,3.06,0.03,2.66,0.4,1.22,1.32,2.27,5.87,5.08,0.57
2018-08,-3.96,-1.69,-4.34,-1.24,-0.59,1.34,-1.37,-2.56,-2.83,-0.52,-7.96,-0.27,-1.84,1.64,-1.78,-1.99,-4.6,-1.25,0.62,-4.06
2018-09,1.54,-0.52,-3.08,0.63,-3.52,-0.82,1.06,-1.77,-1.53,-3.54,2.49,2.89,-2.93,0.53,7.02,1.22,-0.13,3.05,-0.79,1.74
2018-10,-7.71,-8.38,-10.64,-8.27,-10.28,-9.63,-9.9,-8.51,-10.27,-8.18,-10.41,-8.48,-7.54,-7.81,-8.38,-7.36,-7.78,-9.82,-4.55,-7.26
2018-11,-2.06,1.25,2.45,0.22,1.18,-3.97,-2.08,-1.53,6.32,-4.35,-0.05,1.05,1.72,6.54,-5.67,2.37,2.23,-0.99,-0.05,-2.03
2018-12,-8.32,-4.02,-7.66,-7.76,-2.34,-1.3,-3.83,-5.32,-0.78,-5.0,-2.66,-6.93,-5.85,-2.44,-7.28,-1.14,-4.38,-3.4,-5.01,-3.86
2019-01,8.34,7.27,8.9,12.87,4.01,7.93,5.8,5.85,6.12,4.99,7.66,5.35,6.66,4.61,7.59,6.26,6.4,6.05,5.5,7.38
2019-02,0.37,3.32,1.76,2.86,4.57,1.82,4.17,1.41,4.74,5.2,3.13,0.44,4.75,1.69,1.86,0.13,1.87,1.51,3.64,3.41
2019-03,-1.05,1.08,3.18,-0.65,2.77,0.35,0.66,-1.14,1.08,-0.66,1.84,0.35,1.39,5.76,-0.7,0.8,-1.54,0.52,2.5,1.08
2019-04,5.51,1.4,4.44,2.76,1.89,1.35,5.0,6.55,1.12,4.32,2.24,1.39,5.71,-0.66,2.02,4.41,3.73,4.48,1.86,2.69
2019-05,-6.53,0.11,-6.19,-4.15,-3.73,-4.37,-5.44,-5.97,-6.78,-6.15,-6.91,-3.31,-5.41,-0.92,-5.87,-6.63,-5.67,-6.62,0.02,-6.02
2019-06,4.22,4.84,6.41,5.81,4.35,6.1,7.68,6.37,4.82,3.12,8.44,2.63,5.94,7.31,4.29,8.31,4.53,8.96,6.01,3.97
2019-07,-1.33,0.2,5.02,-0.64,-2.62,-2.8,-2.59,-3.91,-3.15,-3.92,-1.65,0.66,0.17,0.33,-4.88,-1.29,-4.27,-3.51,-0.94,-2.71
2019-08,-2.46,-3.63,-4.05,-0.97,0.99,-2.58,-1.8,-2.01,-8.75,-4.14,-1.66,-0.95,-1.13,-4.21,-3.03,-5.19,-2.1,-3.45,0.22,-3.99
2019-09,1.72,2.45,1.84,2.1,-0.45,3.02,1.79,2.02,0.02,5.08,2.79,3.97,2.41,1.15,3.66,0.9,2.9,2.22,0.82,4.21
2019-10,5.34,1.69,-3.81,-0.4,2.97,2.86,3.52,5.75,4.02,6.77,4.12,4.95,1.54,1.16,-0.37,4.58,3.05,6.42,2.16,3.7
2019-11,-0.6,0.97,0.76,2.72,4.46,-1.17,1.91,1.94,-1.61,6.15,2.07,0.67,2.27,4.06,0.38,-0.04,0.39,2.31,1.66,2.28
2019-12,2.65,1.72,3.04,3.08,5.24,4.8,3.08,2.56,3.97,4.71,1.71,2.12,3.25,7.14,8.43,3.14,4.41,6.21,4.7,5.93
